provider_player_id,player_name,season,competition,club,position_raw,position,matches,minutes,goals,xg,non_penalty_goals,non_penalty_xg,assists,xa,shots,key_passes,xg_chain,xg_buildup,goals_p90,xg_p90,assists_p90,xa_p90,shots_p90,key_passes_p90,xg_chain_p90,xg_buildup_p90,source_provider
10806,Kaoru Mitoma,2024-2025,ENG-Premier League,Brighton,F M S,Winger,36,2608,10.0,10.2227,10.0,10.2227,4.0,4.9492,57.0,37.0,21.4071,8.4278,0.3451,0.3528,0.138,0.1708,1.967,1.2768,0.7387,0.2908,understat
447,Kevin De Bruyne,2024-2025,ENG-Premier League,Manchester City,F M S,Winger,28,1706,4.0,5.5445,4.0,5.5445,7.0,8.9344,57.0,57.0,18.8076,8.7033,0.211,0.2925,0.3693,0.4713,3.007,3.007,0.9922,0.4591,understat
9156,Kevin Schade,2024-2025,ENG-Premier League,Brentford,F M S,Winger,38,2332,11.0,9.468,11.0,9.468,2.0,3.7145,55.0,23.0,15.7675,4.1054,0.4245,0.3654,0.0772,0.1434,2.1226,0.8877,0.6085,0.1584,understat
11174,Kobbie Mainoo,2024-2025,ENG-Premier League,Manchester United,F M S,Winger,25,1660,0.0,0.7448,0.0,0.7448,0.0,2.0455,15.0,14.0,6.9945,4.4265,0.0,0.0404,0.0,0.1109,0.8133,0.759,0.3792,0.24,understat
7698,Leandro Trossard,2024-2025,ENG-Premier League,Arsenal,F M S,Winger,38,2569,8.0,8.7421,8.0,8.7421,7.0,7.0434,72.0,43.0,18.9516,7.0507,0.2803,0.3063,0.2452,0.2468,2.5224,1.5064,0.6639,0.247,understat
7365,Lucas Paquetá,2024-2025,ENG-Premier League,West Ham,F M S,Winger,33,2398,4.0,5.1342,2.0,3.6119,0.0,2.7335,41.0,36.0,10.565,5.7044,0.1501,0.1927,0.0,0.1026,1.5388,1.3511,0.3965,0.2141,understat
10408,Luis Díaz,2024-2025,ENG-Premier League,Liverpool,F M S,Winger,36,2433,13.0,12.3563,13.0,12.3563,5.0,6.2452,71.0,56.0,27.0609,10.241,0.4809,0.4571,0.185,0.231,2.6264,2.0715,1.001,0.3788,understat
556,Marcus Rashford,2024-2025,ENG-Premier League,"Aston Villa,Manchester United",F M S,Winger,25,1435,6.0,4.986,5.0,4.2249,3.0,4.7289,35.0,27.0,10.0257,3.5099,0.3763,0.3127,0.1882,0.2966,2.1951,1.6934,0.6288,0.2201,understat
7908,Marshall Munetsi,2024-2025,ENG-Premier League,Wolverhampton Wanderers,F M S,Winger,14,1076,2.0,2.8331,2.0,2.8331,1.0,1.9887,22.0,9.0,5.9031,1.3662,0.1673,0.237,0.0836,0.1663,1.8401,0.7528,0.4938,0.1143,understat
7768,Mason Mount,2024-2025,ENG-Premier League,Manchester United,F M S,Winger,17,626,1.0,2.9395,1.0,2.9395,0.0,0.3356,20.0,8.0,4.9927,1.9044,0.1438,0.4226,0.0,0.0482,2.8754,1.1502,0.7178,0.2738,understat
12948,Mateus Fernandes,2024-2025,ENG-Premier League,Southampton,F M S,Winger,36,2964,2.0,5.0106,2.0,5.0106,4.0,3.8473,42.0,34.0,12.3547,6.9763,0.0607,0.1521,0.1215,0.1168,1.2753,1.0324,0.3751,0.2118,understat
7080,Matheus Cunha,2024-2025,ENG-Premier League,Wolverhampton Wanderers,F M S,Winger,33,2617,15.0,8.4463,15.0,8.4463,6.0,7.4111,110.0,56.0,18.0231,7.1014,0.5159,0.2905,0.2063,0.2549,3.783,1.9259,0.6198,0.2442,understat
5304,Mikel Merino,2024-2025,ENG-Premier League,Arsenal,F M S,Winger,28,1578,7.0,6.8651,7.0,6.8651,2.0,2.1651,38.0,17.0,11.0076,5.7726,0.3992,0.3915,0.1141,0.1235,2.1673,0.9696,0.6278,0.3292,understat
8859,Mikkel Damsgaard,2024-2025,ENG-Premier League,Brentford,F M S,Winger,38,2978,2.0,3.4767,2.0,3.4767,9.0,9.2463,35.0,63.0,19.4251,11.847,0.0604,0.1051,0.272,0.2794,1.0578,1.904,0.5871,0.358,understat
1250,Mohamed Salah,2024-2025,ENG-Premier League,Liverpool,F M,Winger,38,3392,29.0,27.7063,20.0,20.8557,18.0,15.8583,130.0,89.0,48.5359,16.2068,0.7695,0.7351,0.4776,0.4208,3.4493,2.3614,1.2878,0.43,understat
12027,Mohammed Kudus,2024-2025,ENG-Premier League,West Ham,F M S,Winger,32,2634,5.0,7.2222,5.0,7.2222,3.0,3.7307,75.0,32.0,15.98,6.2241,0.1708,0.2468,0.1025,0.1275,2.5626,1.0934,0.546,0.2127,understat
12412,Morgan Rogers,2024-2025,ENG-Premier League,Aston Villa,F M,Winger,37,3191,8.0,8.2166,8.0,8.2166,10.0,8.1459,55.0,51.0,21.3808,8.9013,0.2256,0.2317,0.282,0.2298,1.5512,1.4384,0.603,0.2511,understat
8393,Omar Marmoush,2024-2025,ENG-Premier League,Manchester City,F M S,Winger,16,1195,7.0,5.6498,7.0,5.6498,0.0,2.6768,49.0,15.0,9.663,2.6018,0.5272,0.4255,0.0,0.2016,3.6904,1.1297,0.7278,0.196,understat
9738,Patson Daka,2024-2025,ENG-Premier League,Leicester,F M S,Winger,23,686,1.0,1.7677,1.0,1.7677,0.0,0.0259,15.0,1.0,1.958,0.1644,0.1312,0.2319,0.0,0.0034,1.9679,0.1312,0.2569,0.0216,understat
6382,Pedro Neto,2024-2025,ENG-Premier League,Chelsea,D F M S,Winger,35,2238,4.0,4.4209,4.0,4.4209,6.0,6.5664,59.0,46.0,14.4256,6.6024,0.1609,0.1778,0.2413,0.2641,2.3727,1.8499,0.5801,0.2655,understat
6055,Phil Foden,2024-2025,ENG-Premier League,Manchester City,F M S,Winger,28,1770,7.0,6.1841,7.0,6.1841,2.0,5.3823,54.0,44.0,13.7346,5.4465,0.3559,0.3144,0.1017,0.2737,2.7458,2.2373,0.6984,0.2769,understat
618,Raheem Sterling,2024-2025,ENG-Premier League,Arsenal,F M S,Winger,17,486,0.0,0.9708,0.0,0.9708,2.0,0.5391,10.0,8.0,2.2374,1.0505,0.0,0.1798,0.3704,0.0998,1.8519,1.4815,0.4143,0.1945,understat
453,Son Heung-Min,2024-2025,ENG-Premier League,Tottenham,F M S,Winger,30,2135,7.0,7.9067,6.0,6.3844,9.0,9.0441,57.0,51.0,18.7897,6.8606,0.2951,0.3333,0.3794,0.3813,2.4028,2.1499,0.7921,0.2892,understat
11735,Sávio,2024-2025,ENG-Premier League,Manchester City,F M S,Winger,29,1801,1.0,5.2469,1.0,5.2469,8.0,6.9447,55.0,45.0,16.147,5.9301,0.05,0.2622,0.3998,0.347,2.7485,2.2488,0.8069,0.2963,understat
65,Timo Werner,2024-2025,ENG-Premier League,Tottenham,F M S,Winger,18,488,0.0,0.9532,0.0,0.9532,3.0,3.0807,8.0,10.0,5.6669,1.7122,0.0,0.1758,0.5533,0.5682,1.4754,1.8443,1.0451,0.3158,understat
10586,Tyler Dibling,2024-2025,ENG-Premier League,Southampton,F M S,Winger,33,1860,2.0,3.0918,2.0,3.0918,0.0,1.9797,28.0,20.0,8.5922,4.6982,0.0968,0.1496,0.0,0.0958,1.3548,0.9677,0.4158,0.2273,understat
10822,Wilson Odobert,2024-2025,ENG-Premier League,Tottenham,F M S,Winger,16,845,1.0,2.116,1.0,2.116,0.0,0.8557,13.0,6.0,4.0302,1.8009,0.1065,0.2254,0.0,0.0911,1.3846,0.6391,0.4293,0.1918,understat
5786,Yoane Wissa,2024-2025,ENG-Premier League,Brentford,F M S,Winger,35,2943,18.0,20.7311,18.0,20.7311,4.0,3.4495,90.0,28.0,27.7268,5.427,0.5505,0.634,0.1223,0.1055,2.7523,0.8563,0.8479,0.166,understat
11763,Abduqodir Khusanov,2025-2026,ENG-Premier League,Manchester City,D S,Defender,21,1421,0.0,0.6728,0.0,0.6728,0.0,0.5715,7.0,6.0,7.6341,7.1267,0.0,0.0426,0.0,0.0362,0.4433,0.38,0.4835,0.4514,understat
825,Adam Smith,2025-2026,ENG-Premier League,Bournemouth,D S,Defender,22,1079,0.0,0.0,0.0,0.0,2.0,0.4985,0.0,6.0,4.5372,4.063,0.0,0.0,0.1668,0.0416,0.0,0.5005,0.3784,0.3389,understat
8640,Adrien Truffert,2025-2026,ENG-Premier League,Bournemouth,D,Defender,38,3391,1.0,1.9887,1.0,1.9887,5.0,4.4081,16.0,33.0,15.2389,9.9589,0.0265,0.0528,0.1327,0.117,0.4247,0.8758,0.4045,0.2643,understat
1688,Andrew Robertson,2025-2026,ENG-Premier League,Liverpool,D S,Defender,24,1160,1.0,1.0473,1.0,1.0473,0.0,1.5095,10.0,20.0,5.851,4.4723,0.0776,0.0813,0.0,0.1171,0.7759,1.5517,0.454,0.347,understat
8940,Antonee Robinson,2025-2026,ENG-Premier League,Fulham,D S,Defender,22,1484,1.0,0.9772,0.0,0.2161,0.0,1.09,6.0,21.0,4.5613,3.8489,0.0606,0.0593,0.0,0.0661,0.3639,1.2736,0.2766,0.2334,understat
6885,Axel Disasi,2025-2026,ENG-Premier League,West Ham,D,Defender,14,1258,0.0,1.0807,0.0,1.0807,0.0,0.0239,5.0,1.0,3.1755,2.8731,0.0,0.0773,0.0,0.0017,0.3577,0.0715,0.2272,0.2055,understat
934,Axel Tuanzebe,2025-2026,ENG-Premier League,Burnley,D,Defender,14,1209,1.0,0.5583,1.0,0.5583,0.0,0.0,2.0,0.0,2.7747,2.2164,0.0744,0.0416,0.0,0.0,0.1489,0.0,0.2065,0.165,understat
13080,Ayden Heaven,2025-2026,ENG-Premier League,Manchester United,D S,Defender,17,923,0.0,0.2151,0.0,0.2151,1.0,0.3655,3.0,2.0,4.1653,3.711,0.0,0.021,0.0975,0.0356,0.2925,0.195,0.4062,0.3619,understat
7268,Bafode Diakite,2025-2026,ENG-Premier League,Bournemouth,D S,Defender,18,1276,0.0,0.0139,0.0,0.0139,0.0,0.0846,1.0,2.0,3.9265,3.8777,0.0,0.001,0.0,0.006,0.0705,0.1411,0.2769,0.2735,understat
11243,Bashir Humphreys,2025-2026,ENG-Premier League,Burnley,D S,Defender,20,1585,0.0,0.5261,0.0,0.5261,0.0,0.8644,9.0,9.0,3.3382,2.9342,0.0,0.0299,0.0,0.0491,0.511,0.511,0.1895,0.1666,understat
7298,Ben White,2025-2026,ENG-Premier League,Arsenal,D S,Defender,12,703,0.0,0.2829,0.0,0.2829,1.0,1.5578,5.0,8.0,4.4764,3.1786,0.0,0.0362,0.128,0.1994,0.6401,1.0242,0.5731,0.4069,understat
7240,Benoit Badiashile Mukinayi,2025-2026,ENG-Premier League,Chelsea,D S,Defender,8,478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0458,1.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.1969,0.1969,understat
11728,Calvin Bassey,2025-2026,ENG-Premier League,Fulham,D S,Defender,30,2523,1.0,1.1909,1.0,1.1909,0.0,0.4309,11.0,10.0,6.1886,5.8932,0.0357,0.0425,0.0,0.0154,0.3924,0.3567,0.2208,0.2102,understat
11167,Chadi Riad,2025-2026,ENG-Premier League,Crystal Palace,D S,Defender,9,562,0.0,0.2799,0.0,0.2799,1.0,0.4277,4.0,1.0,1.6206,1.5276,0.0,0.0448,0.1601,0.0685,0.6406,0.1601,0.2595,0.2446,understat
8430,Chris Richards,2025-2026,ENG-Premier League,Crystal Palace,D S,Defender,33,2819,1.0,1.7815,1.0,1.7815,0.0,0.4875,15.0,9.0,7.8095,7.5028,0.0319,0.0569,0.0,0.0156,0.4789,0.2873,0.2493,0.2395,understat
10120,Conor Bradley,2025-2026,ENG-Premier League,Liverpool,D S,Defender,15,962,0.0,0.2198,0.0,0.2198,1.0,1.1937,6.0,4.0,3.4124,2.4055,0.0,0.0206,0.0936,0.1117,0.5613,0.3742,0.3193,0.225,understat
10024,Cristhian Mosquera,2025-2026,ENG-Premier League,Arsenal,D S,Defender,20,976,0.0,0.0859,0.0,0.0859,0.0,0.2935,1.0,5.0,5.388,5.1847,0.0,0.0079,0.0,0.0271,0.0922,0.4611,0.4968,0.4781,understat
7218,Cristian Romero,2025-2026,ENG-Premier League,Tottenham,D S,Defender,23,1878,4.0,1.8382,4.0,1.8382,1.0,1.8169,17.0,12.0,6.1135,4.2831,0.1917,0.0881,0.0479,0.0871,0.8147,0.5751,0.293,0.2053,understat
13715,Dan Ballard,2025-2026,ENG-Premier League,Sunderland,D S,Defender,29,2143,2.0,3.6954,2.0,3.6954,0.0,1.5806,25.0,14.0,4.7525,2.6089,0.084,0.1552,0.0,0.0664,1.0499,0.588,0.1996,0.1096,understat
7382,Dan Burn,2025-2026,ENG-Premier League,Newcastle United,D S,Defender,29,2205,1.0,0.9215,1.0,0.9215,2.0,0.4086,10.0,7.0,5.2363,4.9391,0.0408,0.0376,0.0816,0.0167,0.4082,0.2857,0.2137,0.2016,understat
12408,Daniel Muñoz,2025-2026,ENG-Premier League,Crystal Palace,D,Defender,29,2417,4.0,3.147,4.0,3.147,3.0,5.0661,26.0,27.0,10.4256,4.4382,0.1489,0.1172,0.1117,0.1886,0.9681,1.0054,0.3882,0.1653,understat
13740,David Møller Wolfe,2025-2026,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,22,1059,0.0,0.0826,0.0,0.0826,2.0,1.3047,3.0,8.0,1.7903,1.2973,0.0,0.007,0.17,0.1109,0.255,0.6799,0.1521,0.1103,understat
7281,Diogo Dalot,2025-2026,ENG-Premier League,Manchester United,D S,Defender,34,2614,1.0,2.1947,1.0,2.1947,3.0,3.5058,24.0,30.0,13.0552,9.6665,0.0344,0.0756,0.1033,0.1207,0.8263,1.0329,0.4495,0.3328,understat
10856,Emmanuel Agbadou,2025-2026,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,14,1093,0.0,0.4468,0.0,0.4468,0.0,0.1718,10.0,4.0,1.6553,1.5437,0.0,0.0368,0.0,0.0141,0.8234,0.3294,0.1363,0.1271,understat
7726,Ezri Konsa Ngoyo,2025-2026,ENG-Premier League,Aston Villa,D,Defender,34,3036,0.0,1.0741,0.0,1.0741,0.0,0.6015,11.0,5.0,9.3611,8.8386,0.0,0.0318,0.0,0.0178,0.3261,0.1482,0.2775,0.262,understat
76,Fabian Schär,2025-2026,ENG-Premier League,Newcastle United,D S,Defender,16,1096,0.0,0.9632,0.0,0.9632,0.0,0.1627,17.0,4.0,3.1929,3.0597,0.0,0.0791,0.0,0.0134,1.396,0.3285,0.2622,0.2513,understat
5613,Gabriel,2025-2026,ENG-Premier League,Arsenal,D S,Defender,32,2748,3.0,4.6491,3.0,4.6491,4.0,2.725,27.0,7.0,8.894,8.3099,0.0983,0.1523,0.131,0.0892,0.8843,0.2293,0.2913,0.2722,understat
1687,Harry Maguire,2025-2026,ENG-Premier League,Manchester United,D S,Defender,23,1666,1.0,1.1766,1.0,1.1766,2.0,0.7251,14.0,4.0,5.0689,5.0689,0.054,0.0636,0.108,0.0392,0.7563,0.2161,0.2738,0.2738,understat
11704,Hjalmar Ekdal,2025-2026,ENG-Premier League,Burnley,D S,Defender,19,1545,0.0,0.6082,0.0,0.6082,0.0,0.1681,6.0,4.0,2.7117,2.5869,0.0,0.0354,0.0,0.0098,0.3495,0.233,0.158,0.1507,understat
11807,Ian Maatsen,2025-2026,ENG-Premier League,Aston Villa,D S,Defender,30,1587,0.0,1.2995,0.0,1.2995,1.0,2.9667,20.0,25.0,5.083,3.7247,0.0,0.0737,0.0567,0.1682,1.1342,1.4178,0.2883,0.2112,understat
6326,Ibrahima Konaté,2025-2026,ENG-Premier League,Liverpool,D,Defender,36,3133,1.0,1.9586,1.0,1.9586,0.0,0.7253,12.0,8.0,11.116,10.7976,0.0287,0.0563,0.0,0.0208,0.3447,0.2298,0.3193,0.3102,understat
3203,Issa Diop,2025-2026,ENG-Premier League,Fulham,D S,Defender,13,810,1.0,0.4417,1.0,0.4417,0.0,0.0,2.0,0.0,1.552,1.552,0.1111,0.0491,0.0,0.0,0.2222,0.0,0.1724,0.1724,understat
8831,Iyenoma Destiny Udogie,2025-2026,ENG-Premier League,Tottenham,D S,Defender,20,1342,0.0,0.2185,0.0,0.2185,1.0,1.122,4.0,12.0,5.1768,4.2792,0.0,0.0147,0.0671,0.0752,0.2683,0.8048,0.3472,0.287,understat
12113,Jackson Tchatchoua,2025-2026,ENG-Premier League,Wolverhampton Wanderers,D S,Defender,31,1822,0.0,0.1055,0.0,0.1055,1.0,2.243,3.0,21.0,6.0326,4.17,0.0,0.0052,0.0494,0.1108,0.1482,1.0373,0.298,0.206,understat
13779,Jair,2025-2026,ENG-Premier League,Nottingham Forest,D S,Defender,9,536,0.0,0.4848,0.0,0.4848,0.0,0.0788,3.0,1.0,1.1901,0.6265,0.0,0.0814,0.0,0.0132,0.5037,0.1679,0.1998,0.1052,understat
6807,Jaka Bijol,2025-2026,ENG-Premier League,Leeds,D S,Defender,25,1895,1.0,0.7185,1.0,0.7185,2.0,1.3992,15.0,7.0,5.491,4.5039,0.0475,0.0341,0.095,0.0665,0.7124,0.3325,0.2608,0.2139,understat
12014,Jake O&#039;Brien,2025-2026,ENG-Premier League,Everton,D S,Defender,37,3146,1.0,1.3069,1.0,1.3069,1.0,0.7244,13.0,17.0,6.4874,5.0529,0.0286,0.0374,0.0286,0.0207,0.3719,0.4863,0.1856,0.1446,understat
10747,James Hill,2025-2026,ENG-Premier League,Bournemouth,D S,Defender,29,2100,0.0,0.9503,0.0,0.9503,3.0,1.4292,12.0,13.0,7.5596,7.1762,0.0,0.0407,0.1286,0.0613,0.5143,0.5571,0.324,0.3075,understat
1665,James Tarkowski,2025-2026,ENG-Premier League,Everton,D,Defender,37,3330,2.0,2.8691,2.0,2.8691,3.0,2.0567,20.0,18.0,6.8241,5.569,0.0541,0.0775,0.0811,0.0556,0.5405,0.4865,0.1844,0.1505,understat
10807,Jan Paul van Hecke,2025-2026,ENG-Premier League,Brighton,D,Defender,36,3214,3.0,3.3586,3.0,3.3586,3.0,1.0256,23.0,12.0,14.1222,13.2135,0.084,0.094,0.084,0.0287,0.6441,0.336,0.3955,0.37,understat
8476,Jarrad Branthwaite,2025-2026,ENG-Premier League,Everton,D S,Defender,10,682,1.0,0.31,1.0,0.31,0.0,0.3732,6.0,3.0,1.2879,1.127,0.132,0.0409,0.0,0.0493,0.7918,0.3959,0.17,0.1487,understat
13091,Jaydee Canvot,2025-2026,ENG-Premier League,Crystal Palace,D S,Defender,20,1334,0.0,1.5658,0.0,1.5658,0.0,0.0824,7.0,3.0,3.8457,3.8195,0.0,0.1056,0.0,0.0056,0.4723,0.2024,0.2595,0.2577,understat
6816,Jean-Clair Todibo,2025-2026,ENG-Premier League,West Ham,D S,Defender,23,1827,0.0,0.656,0.0,0.656,1.0,0.38,2.0,5.0,1.8247,1.5997,0.0,0.0323,0.0493,0.0187,0.0985,0.2463,0.0899,0.0788,understat
6314,Joachim Andersen,2025-2026,ENG-Premier League,Fulham,D,Defender,33,2882,0.0,1.6593,0.0,1.6593,1.0,0.5809,16.0,6.0,9.2598,8.9279,0.0,0.0518,0.0312,0.0181,0.4997,0.1874,0.2892,0.2788,understat
6377,Joe Rodon,2025-2026,ENG-Premier League,Leeds,D S,Defender,35,2954,2.0,1.846,2.0,1.846,0.0,0.4615,18.0,9.0,6.2426,5.7999,0.0609,0.0562,0.0,0.0141,0.5484,0.2742,0.1902,0.1767,understat
10756,Joe Worrall,2025-2026,ENG-Premier League,Burnley,D S,Defender,11,478,0.0,0.0381,0.0,0.0381,0.0,0.0,1.0,0.0,0.5446,0.5065,0.0,0.0072,0.0,0.0,0.1883,0.0,0.1025,0.0954,understat
8489,Jorge Cuenca,2025-2026,ENG-Premier League,Fulham,D S,Defender,15,949,0.0,0.0508,0.0,0.0508,0.0,0.5159,1.0,3.0,2.3104,2.3104,0.0,0.0048,0.0,0.0489,0.0948,0.2845,0.2191,0.2191,understat
13776,Jorrel Hato,2025-2026,ENG-Premier League,Chelsea,D S,Defender,22,1131,0.0,0.3383,0.0,0.3383,0.0,0.7096,4.0,8.0,6.1744,5.8192,0.0,0.0269,0.0,0.0565,0.3183,0.6366,0.4913,0.4631,understat
987,Joseph Gomez,2025-2026,ENG-Premier League,Liverpool,D S,Defender,21,577,0.0,0.1997,0.0,0.1997,2.0,1.2492,4.0,5.0,4.3386,3.0969,0.0,0.0311,0.312,0.1948,0.6239,0.7799,0.6767,0.4831,understat
12535,Josh Acheampong,2025-2026,ENG-Premier League,Chelsea,D S,Defender,17,657,1.0,0.6709,1.0,0.6709,0.0,0.138,4.0,2.0,2.1219,2.0502,0.137,0.0919,0.0,0.0189,0.5479,0.274,0.2907,0.2809,understat
9790,Josko Gvardiol,2025-2026,ENG-Premier League,Manchester City,D S,Defender,18,1374,2.0,1.8614,2.0,1.8614,2.0,0.4376,17.0,4.0,10.0963,9.5483,0.131,0.1219,0.131,0.0287,1.1135,0.262,0.6613,0.6254,understat
8780,Joël Veltman,2025-2026,ENG-Premier League,Brighton,D S,Defender,24,1025,1.0,1.0643,1.0,1.0643,0.0,0.252,4.0,4.0,2.4635,2.3218,0.0878,0.0934,0.0,0.0221,0.3512,0.3512,0.2163,0.2039,understat
11707,Jurriën Timber,2025-2026,ENG-Premier League,Arsenal,D S,Defender,30,2475,3.0,4.0308,3.0,4.0308,5.0,2.5891,25.0,28.0,11.4386,8.6594,0.1091,0.1466,0.1818,0.0942,0.9091,1.0182,0.4159,0.3149,understat
5973,Kenny Tete,2025-2026,ENG-Premier League,Fulham,D S,Defender,22,1805,1.0,0.7288,1.0,0.7288,0.0,0.9491,16.0,11.0,3.9444,3.1576,0.0499,0.0363,0.0,0.0473,0.7978,0.5485,0.1967,0.1574,understat
5261,Kevin Danso,2025-2026,ENG-Premier League,Tottenham,D S,Defender,24,1489,0.0,0.5242,0.0,0.5242,0.0,0.1587,11.0,2.0,1.6506,1.5963,0.0,0.0317,0.0,0.0096,0.6649,0.1209,0.0998,0.0965,understat
652,Kieran Trippier,2025-2026,ENG-Premier League,Newcastle United,D S,Defender,21,1606,0.0,0.0959,0.0,0.0959,1.0,1.8195,2.0,28.0,5.1302,4.7119,0.0,0.0054,0.056,0.102,0.1121,1.5691,0.2875,0.2641,understat
6722,Konstantinos Mavropanos,2025-2026,ENG-Premier League,West Ham,D S,Defender,31,2518,3.0,2.7911,3.0,2.7911,0.0,0.4896,23.0,4.0,4.4581,4.0938,0.1072,0.0998,0.0,0.0175,0.8221,0.143,0.1593,0.1463,understat
9677,Kristoffer Ajer,2025-2026,ENG-Premier League,Brentford,D S,Defender,27,1809,0.0,1.0539,0.0,1.0539,1.0,0.9043,10.0,5.0,5.4918,3.8736,0.0,0.0524,0.0498,0.045,0.4975,0.2488,0.2732,0.1927,understat
885,Kyle Walker-Peters,2025-2026,ENG-Premier League,West Ham,D S,Defender,23,1365,1.0,1.1882,1.0,1.1882,0.0,0.357,5.0,6.0,4.9049,3.5975,0.0659,0.0783,0.0,0.0235,0.3297,0.3956,0.3234,0.2372,understat
10564,Leny Yoro,2025-2026,ENG-Premier League,Manchester United,D S,Defender,32,1736,0.0,1.2474,0.0,1.2474,0.0,0.2197,9.0,4.0,4.6704,4.4985,0.0,0.0647,0.0,0.0114,0.4666,0.2074,0.2421,0.2332,understat
6048,Lewis Dunk,2025-2026,ENG-Premier League,Brighton,D S,Defender,33,2831,1.0,1.3369,1.0,1.3369,0.0,0.5454,23.0,7.0,12.6895,12.6021,0.0318,0.0425,0.0,0.0173,0.7312,0.2225,0.4034,0.4006,understat
10216,Lewis Hall,2025-2026,ENG-Premier League,Newcastle United,D S,Defender,30,2164,1.0,1.2881,1.0,1.2881,1.0,2.5339,25.0,25.0,8.8684,7.4675,0.0416,0.0536,0.0416,0.1054,1.0397,1.0397,0.3688,0.3106,understat
10802,Lisandro Martínez,2025-2026,ENG-Premier League,Manchester United,D S,Defender,18,1217,0.0,0.1135,0.0,0.1135,0.0,0.4642,5.0,5.0,6.6897,6.5686,0.0,0.0084,0.0,0.0343,0.3698,0.3698,0.4947,0.4858,understat
1823,Lucas Digne,2025-2026,ENG-Premier League,Aston Villa,D S,Defender,31,1857,0.0,0.7033,0.0,0.7033,6.0,3.0525,14.0,26.0,5.531,4.143,0.0,0.0341,0.2908,0.1479,0.6785,1.2601,0.2681,0.2008,understat
11824,Lucas Pires,2025-2026,ENG-Premier League,Burnley,D S,Defender,20,1391,0.0,0.9026,0.0,0.9026,0.0,1.5199,16.0,20.0,3.8335,2.3545,0.0,0.0584,0.0,0.0983,1.0352,1.294,0.248,0.1523,understat
14099,Luke O&#039;Nien,2025-2026,ENG-Premier League,Sunderland,D S,Defender,12,556,0.0,0.2099,0.0,0.2099,1.0,0.1062,4.0,2.0,2.2224,1.9999,0.0,0.034,0.1619,0.0172,0.6475,0.3237,0.3597,0.3237,understat
1006,Luke Shaw,2025-2026,ENG-Premier League,Manchester United,D,Defender,38,3269,1.0,0.5989,1.0,0.5989,1.0,1.4937,10.0,15.0,11.4567,10.6089,0.0275,0.0165,0.0275,0.0411,0.2753,0.413,0.3154,0.2921,understat
8378,Malick Thiaw,2025-2026,ENG-Premier League,Newcastle United,D S,Defender,35,2968,4.0,5.898,4.0,5.898,0.0,0.8269,28.0,6.0,9.1483,8.6449,0.1213,0.1788,0.0,0.0251,0.8491,0.1819,0.2774,0.2621,understat
7603,Marc Guehi,2025-2026,ENG-Premier League,"Crystal Palace,Manchester City",D,Defender,35,3150,3.0,4.6973,3.0,4.6973,3.0,2.7266,32.0,18.0,17.6728,15.4881,0.0857,0.1342,0.0857,0.0779,0.9143,0.5143,0.5049,0.4425,understat
10864,Marcos Senesi,2025-2026,ENG-Premier League,Bournemouth,D,Defender,37,3298,0.0,1.8507,0.0,1.8507,5.0,4.0267,16.0,24.0,14.2653,10.9058,0.0,0.0505,0.1364,0.1099,0.4366,0.6549,0.3893,0.2976,understat
11000,Matheus Nunes,2025-2026,ENG-Premier League,Manchester City,D S,Defender,34,2865,1.0,0.6755,1.0,0.6755,5.0,3.0991,7.0,28.0,22.1042,20.2891,0.0314,0.0212,0.1571,0.0974,0.2199,0.8796,0.6944,0.6374,understat
12758,Mats Wieffer,2025-2026,ENG-Premier League,Brighton,D S,Defender,26,1922,2.0,1.9274,2.0,1.9274,3.0,2.869,18.0,19.0,10.284,8.2677,0.0937,0.0903,0.1405,0.1343,0.8429,0.8897,0.4816,0.3871,understat
6852,Matt Doherty,2025-2026,ENG-Premier League,Wolverhampton Wanderers,D,Defender,11,822,0.0,0.0823,0.0,0.0823,0.0,0.1728,3.0,3.0,0.301,0.1282,0.0,0.009,0.0,0.0189,0.3285,0.3285,0.033,0.014,understat
8864,Matthew Cash,2025-2026,ENG-Premier League,Aston Villa,D S,Defender,35,3040,3.0,1.2179,3.0,1.2179,3.0,3.2149,30.0,31.0,10.3011,8.0726,0.0888,0.0361,0.0888,0.0952,0.8882,0.9178,0.305,0.239,understat
7902,Matthijs de Ligt,2025-2026,ENG-Premier League,Manchester United,D,Defender,13,1170,1.0,1.3234,1.0,1.3234,0.0,0.4282,11.0,3.0,2.8319,2.3888,0.0769,0.1018,0.0,0.0329,0.8462,0.2308,0.2178,0.1838,understat
7332,Max Kilman,2025-2026,ENG-Premier League,West Ham,D S,Defender,21,1552,0.0,1.1671,0.0,1.1671,0.0,0.2077,7.0,4.0,1.2339,1.1281,0.0,0.0677,0.0,0.012,0.4059,0.232,0.0716,0.0654,understat
8853,Maxence Lacroix,2025-2026,ENG-Premier League,Crystal Palace,D,Defender,35,3094,1.0,3.0068,1.0,3.0068,2.0,1.2869,25.0,7.0,10.7443,9.9812,0.0291,0.0875,0.0582,0.0374,0.7272,0.2036,0.3125,0.2903,understat
